totalQtyOwned,name,printNumber,finish,variant,expansion,game,condition,language,price
4,Electro's Bolt,77,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
2,Heroes' Hangout,79,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.16
3,"Hobgoblin, Mantled Marauder",80,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
1,J. Jonah Jameson,81,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.22
3,Masked Meower,82,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.13
2,Maximum Carnage,83,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.42
1,Raging Goblinoids,85,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
4,Romantic Rendezvous,86,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.08
2,"Shocker, Unshakable",89,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
4,"Spider-Gwen, Free Spirit",90,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
4,Spider-Islanders,91,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.12
1,Spider-Verse,93,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,1.14
1,Spinneret and Spiderling,94,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.16
1,Stegron the Dinosaur Man,95,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
4,Stegron the Dinosaur Man,95,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
2,Superior Foes of Spider-Man,96,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
1,Superior Foes of Spider-Man,96,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
4,Taxi Driver,97,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
2,Wisecrack,98,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.06
2,Damage Control Crew,99,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.13
2,"Ezekiel Sims, Spider-Totem",100,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
4,Grow Extra Arms,101,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
4,Guy in the Chair,102,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.06
4,Kapow!,103,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
1,Kapow!,103,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
5,Kraven's Cats,104,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
1,"Lizard, Connors's Curse",106,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.23
3,Lurking Lizards,107,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.02
1,Miles Morales,108,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,2.21
2,Pictures of Spider-Man,109,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.02
1,Pictures of Spider-Man,109,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.02
4,Professional Wrestler,110,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.09
3,Scout the City,113,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.08
1,Scout the City,113,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.08
4,"Spider-Man, Brooklyn Visionary",115,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
4,"Spider-Rex, Daring Dino",116,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.14
3,"Spiders-Man, Heroic Horde",117,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
1,Supportive Parents,119,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
1,Supportive Parents,119,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
2,Terrific Team-Up,120,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
2,Wall Crawl,121,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
1,Biorganic Carapace,124,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.25
4,Gallant Citizen,129,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
1,Gallant Citizen,129,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
2,"Green Goblin, Revenant",130,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.12
2,"Kraven, Proud Predator",132,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.11
3,Mob Lookout,136,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
1,Mob Lookout,136,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
1,Morbius the Living Vampire,137,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.12
1,"Prowler, Clawed Thief",138,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
2,"Prowler, Clawed Thief",138,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
4,Pumpkin Bombardment,139,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
2,"Rhino, Barreling Brute",140,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
1,Rhino's Rampage,141,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.10
1,"Scarlet Spider, Kaine",143,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.06
1,"Scarlet Spider, Kaine",143,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.06
2,"Shriek, Treblemaker",144,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.13
4,Skyward Spider,146,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.09
4,Spider Manifestation,148,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.14
1,"Spider-Girl, Legacy Hero",149,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
1,Spider-Man India,151,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
2,Spider-Man India,151,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
2,"Sun-Spider, Nimble Webber",154,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.09
1,"Sun-Spider, Nimble Webber",154,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.09
1,"Vulture, Scheming Scavenger",158,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
2,"Wraith, Vicious Vigilante",160,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
4,Bagel and Schmear,161,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.06
4,Eerie Gravestone,163,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
1,Eerie Gravestone,163,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
4,Hot Dog Cart,164,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.08
2,"Living Brain, Mechanical Marvel",167,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
3,Mechanical Mobster,168,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
4,News Helicopter,169,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
1,News Helicopter,169,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
4,Passenger Ferry,170,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.02
3,Peter Parker's Camera,171,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,1.26
5,Spider-Bot,173,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.03
2,Spider-Mobile,174,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.06
1,"Spider-Slayer, Hatred Honed",175,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.02
2,Spider-Suit,176,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
4,Steel Wrecking Ball,177,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
3,Subway Train,178,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
2,Daily Bugle Building,179,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.11
2,Ominous Asylum,181,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
1,Oscorp Industries,182,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.67
1,Savage Mansion,183,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
3,Savage Mansion,183,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.07
1,Sinister Hideout,184,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.06
3,Sinister Hideout,184,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.06
2,Suburban Sanctuary,185,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.04
2,University Campus,186,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.05
5,Vibrant Cityscape,188,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.09
1,SP,199,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.10
2,Web-Warriors,203,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.16
2,Spider-Punk,207,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,4.36
1,The Clone Saga,219,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.37
2,Spectacular Spider-Man,241,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,250.00
1,Rent Is Due,247,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.31
1,"Hydro-Man, Fluid Felon",250,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.53
1,"Lady Octopus, Inspired Inventor",252,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.82
1,Spider-Sense,254,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,1.93
1,"Electro, Assaulting Battery",260,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,5.00
1,"Jackal, Genius Geneticist",272,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.43
1,Interdimensional Web Watch,278,Standard,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.42
1,Radioactive Spider,285,Foil,,Marvel's Spider-Man,Magic: The Gathering,NM,en,0.08
1,Unwilling Ingredient,90,Standard,,Strixhaven: School of Mages,Magic: The Gathering,NM,en,0.09
1,Vizier of Many Faces,15,Standard,,Amonkhet Tokens,Magic: The Gathering,NM,en,0.43
1,Irrigated Farmland,372,Standard,,Tarkir: Dragonstorm Commander,Magic: The Gathering,NM,en,0.21
19,Swamp,252,Standard,,Theros Beyond Death,Magic: The Gathering,NM,en,1.04
1,Swamp,252,Foil,,Theros Beyond Death,Magic: The Gathering,NM,en,1.04
1,Temple of Silence,227,Foil,,Theros,Magic: The Gathering,NM,en,0.33
3,Aang's Journey,1,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.06
2,Energybending,2,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.14
2,Zuko's Exile,3,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.12
1,"Aang, the Last Airbender",4,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.11
1,Airbender's Reversal,7,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.16
1,Airbender's Reversal,7,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.16
3,Airbending Lesson,8,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
3,Avatar Enthusiasts,11,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
2,Compassionate Healer,13,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.04
3,Curious Farm Animals,14,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.07
1,Destined Confrontation,15,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.10
1,Earth Kingdom Jailer,16,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.12
1,Earth Kingdom Protectors,17,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.15
1,Enter the Avatar State,18,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.22
1,Fancy Footwork,19,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
2,Gather the White Lotus,20,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
3,Glider Kids,21,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
2,Glider Staff,22,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
1,Invasion Reinforcements,24,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.10
2,Jeong Jeong's Deserters,25,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.02
3,Kyoshi Warriors,26,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.06
2,Master Piandao,28,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.14
1,"Momo, Playful Pet",30,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.13
3,Rabaroo Troop,32,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.11
3,Sandbenders' Storm,34,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.02
1,Sandbenders' Storm,34,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.02
1,South Pole Voyager,35,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.27
1,Team Avatar,38,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
1,Vengeful Villagers,40,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
1,Water Tribe Captain,41,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
2,Water Tribe Captain,41,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
1,Water Tribe Rallier,42,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.05
2,Yip Yip!,43,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.10
1,Accumulate Wisdom,44,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.60
1,Benevolent River Spirit,45,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.10
1,Boomerang Basics,46,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,1.06
1,Boomerang Basics,46,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,1.06
2,Crashing Wave,47,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.11
2,Ember Island Production,48,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.15
3,First-Time Flyer,49,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
3,Flexible Waterbender,50,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.04
3,Forecasting Fortune Teller,51,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.06
3,Geyser Leaper,52,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.07
2,Giant Koi,53,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.04
2,Honest Work,55,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.10
1,Honest Work,55,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.10
3,Iguana Parrot,56,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
1,Invasion Submersible,57,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
2,It'll Quench Ya!,58,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.12
1,"Katara, Bending Prodigy",59,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.18
1,Knowledge Seeker,60,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.06
2,Lost Days,62,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.06
1,Master Pakku,63,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.12
1,North Pole Patrol,65,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.11
1,Octopus Form,66,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
1,Octopus Form,66,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
2,Otter-Penguin,67,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
1,Otter-Penguin,67,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
3,Rowdy Snowballers,68,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.06
1,Serpent of the Pass,70,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.12
1,Sokka's Haiku,71,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.12
1,The Spirit Oasis,72,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.17
1,"Teo, Spirited Glider",74,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.05
3,Waterbending Lesson,80,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
1,Waterbending Scroll,81,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.16
1,Waterbending Scroll,81,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.16
3,Watery Grasp,82,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
3,Azula Always Lies,84,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.04
1,Azula Always Lies,84,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.04
1,"Azula, On the Hunt",85,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
3,Beetle-Headed Merchants,86,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
1,Buzzard-Wasp Colony,88,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
3,Callous Inspector,89,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.07
2,Canyon Crawler,90,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
1,Cat-Gator,91,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
2,Dai Li Indoctrination,93,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
1,Day of Black Sun,94,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.82
2,Deadly Precision,95,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.07
1,Fire Nation Engineer,99,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.07
2,Fire Navy Trebuchet,100,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.20
3,Foggy Swamp Hunters,101,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.06
3,Hog-Monkey,104,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
1,"Joo Dee, One of Many",105,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.11
2,"June, Bounty Hunter",106,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.05
1,"June, Bounty Hunter",106,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.05
1,"Lo and Li, Twin Tutors",108,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.05
2,Merchant of Many Hats,110,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.02
1,Merchant of Many Hats,110,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.02
1,Ozai's Cruelty,113,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.05
1,Phoenix Fleet Airship,114,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,2.67
2,Pirate Peddlers,115,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
1,Pirate Peddlers,115,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
1,Ruinous Waterbending,118,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
3,Sold Out,119,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
3,Swampsnare Trap,120,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.05
2,Tundra Tank,121,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.07
1,Wolfbat,122,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.04
2,Boar-q-pine,124,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.04
3,Bumi Bash,125,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
1,Bumi Bash,125,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
1,The Cave of Two Lovers,126,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.12
1,Combustion Man,127,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.12
1,Crescent Island Temple,129,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.18
4,Cunning Maneuver,130,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.02
3,Deserter's Disciple,131,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
2,Fire Nation Attacks,133,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.13
4,Fire Nation Cadets,134,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.05
2,Fire Nation Raider,135,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.05
2,Fire Sages,136,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.06
3,Firebending Lesson,138,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.16
3,How to Start a Riot,140,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
2,"Jeong Jeong, the Deserter",142,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.06
1,Jet's Brainwashing,143,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
1,The Legend of Roku,145,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,11.84
1,"Mai, Jaded Edge",147,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.10
3,Mongoose Lizard,148,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
1,Mongoose Lizard,148,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
1,Price of Freedom,149,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.23
1,Redirect Lightning,151,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,8.48
4,Rough Rhino Cavalry,152,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.04
2,Solstice Revelations,153,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.13
1,Tiger-Dillo,155,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.11
2,Treetop Freedom Fighters,156,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.02
2,Twin Blades,157,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
1,"Ty Lee, Artful Acrobat",158,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
3,Yuyan Archers,161,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.04
2,"Zuko, Exiled Prince",163,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.15
1,Allies at Last,164,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.16
1,Avatar Destiny,165,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.24
2,Badgermole,166,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.07
1,"The Boulder, Ready to Rumble",168,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.14
1,"Bumi, King of Three Trials",169,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.11
3,Cycle of Renewal,170,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.15
1,Earth Kingdom General,173,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.10
2,Earthbending Lesson,176,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
1,"Flopsie, Bumi's Buddy",179,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.13
3,Foggy Swamp Vinebender,180,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.02
1,"Haru, Hidden Talent",182,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
1,Invasion Tactics,183,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.05
1,Kyoshi Island Plaza,184,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.14
1,Kyoshi Island Plaza,184,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.14
2,Leaves from the Vine,185,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
3,Origin of Metalbending,187,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.17
1,Ostrich-Horse,188,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.07
2,Ostrich-Horse,188,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.07
3,Pillar Launch,189,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
3,Raucous Audience,190,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
1,Raucous Audience,190,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.08
2,Rebellious Captives,191,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.03
1,Rockalanche,192,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.09
2,Rocky Rebuke,193,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.07
3,Saber-Tooth Moose-Lion,194,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.07
2,Shared Roots,196,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.94
1,Sparring Dummy,197,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.10
2,True Ancestry,199,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.11
1,True Ancestry,199,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.11
3,Turtle-Duck,200,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.06
1,Walltop Sentries,202,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.04
2,Walltop Sentries,202,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.04
1,Abandon Attachments,205,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.31
1,Air Nomad Legacy,206,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.10
1,Bitter Work,210,Standard,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.13
1,Bitter Work,210,Foil,,Avatar: The Last Airbender,Magic: The Gathering,NM,en,0.13
